 
                                                                                                                                                                                                                                                                
 
gvkey     iid    datadate    tic                      prccd                 prcod

003138    01     20060103    COKE                   43.9200               44.0300
003138    01     20060104    COKE                   44.1000               44.0000
003138    01     20060105    COKE                   43.7000               43.7200
003138    01     20060106    COKE                   43.5000               43.5000
003138    01     20060109    COKE                   44.0100               43.5000
003138    01     20060110    COKE                   44.7500               44.4400
003138    01     20060111    COKE                   44.1210               44.7500
003138    01     20060112    COKE                   43.8000               44.3700
003138    01     20060113    COKE                   44.0100               44.0000
003138    01     20060117    COKE                   43.9600               44.2600
003138    01     20060118    COKE                   44.0600               44.4500
003138    01     20060119    COKE                   44.0700               44.6600
003138    01     20060120    COKE                   43.5900               44.5900
003138    01     20060123    COKE                   43.3560               43.5000
003138    01     20060124    COKE                   45.1300               43.1500
003138    01     20060125    COKE                   45.1900               45.2300
003138    01     20060126    COKE                   45.3000               45.5700
003138    01     20060127    COKE                   46.0000               45.1015
003138    01     20060130    COKE                   45.0400               46.0000
003138    01     20060131    COKE                   44.9500               44.1400
003138    01     20060201    COKE                   45.0000               44.9500
003138    01     20060202    COKE                   45.3810               44.4000
003138    01     20060203    COKE                   45.6000               45.0900
003138    01     20060206    COKE                   45.6800               46.1000
003138    01     20060207    COKE                   46.3800               45.6800
003138    01     20060208    COKE                   46.6500               46.3500
003138    01     20060209    COKE                   46.3100               46.8000
003138    01     20060210    COKE                   46.4900               46.7700
003138    01     20060213    COKE                   46.3500               46.9900
003138    01     20060214    COKE                   46.7500               46.4000
003138    01     20060215    COKE                   46.8000               46.9500
003138    01     20060216    COKE                   47.0000               46.8000
003138    01     20060217    COKE                   46.4400               47.3800
003138    01     20060221    COKE                   46.2400               46.2500
003138    01     20060222    COKE                   46.4500               46.0200
003138    01     20060223    COKE                   46.8900               46.2800
003138    01     20060224    COKE                   47.0000               47.2800
003138    01     20060227    COKE                   46.1100               47.2300
003138    01     20060228    COKE                   45.2300               46.3400
003138    01     20060301    COKE                   46.0000               45.2600
003138    01     20060302    COKE                   45.2900               46.2700
003138    01     20060303    COKE                   44.5700               45.0000
003138    01     20060306    COKE                   44.9800               45.0600
003138    01     20060307    COKE                   44.2000               45.1500
003138    01     20060308    COKE                   43.4600               44.1100
003138    01     20060309    COKE                   43.4100               43.2500
003138    01     20060310    COKE                   43.5800               43.1200
003138    01     20060313    COKE                   43.9900               44.0000
003138    01     20060314    COKE                   44.0500               44.3600
003138    01     20060315    COKE                   44.0200               44.4400
003138    01     20060316    COKE                   44.1700               44.1460
003138    01     20060317    COKE                   44.2500               44.3900
003138    01     20060320    COKE                   44.1900               44.5500
003138    01     20060321    COKE                   43.8200               44.5900
003138    01     20060322    COKE                   44.0000               43.8500
003138    01     20060323    COKE                   44.0000               43.7000
003138    01     20060324    COKE                   44.0000               43.8000
003138    01     20060327    COKE                   44.5000               44.3100
003138    01     20060328    COKE                   44.3600               44.8300
003138    01     20060329    COKE                   44.5900               44.1000
003138    01     20060330    COKE                   44.6600               44.9400
003138    01     20060331    COKE                   46.0000               45.0500
003138    01     20060403    COKE                   45.6000               46.0000
003138    01     20060404    COKE                   45.1400               45.2900
003138    01     20060405    COKE                   44.4000               45.5400
003138    01     20060406    COKE                   44.6500               44.5500
003138    01     20060407    COKE                   44.9900               45.0900
003138    01     20060410    COKE                   44.4700               45.2500
003138    01     20060411    COKE                   43.9100               44.8400
003138    01     20060412    COKE                   44.2500               44.2100
003138    01     20060413    COKE                   44.6200               43.9000
003138    01     20060417    COKE                   43.9500               44.6200
003138    01     20060418    COKE                   44.1600               43.6400
003138    01     20060419    COKE                   45.1200               44.6100
003138    01     20060420    COKE                   45.1400               44.8100
003138    01     20060421    COKE                   46.0000               45.5900
003138    01     20060424    COKE                   46.2200               46.0000
003138    01     20060425    COKE                   46.7500               46.0500
003138    01     20060426    COKE                   47.1400               46.9000
003138    01     20060427    COKE                   47.6800               46.5800
003138    01     20060428    COKE                   48.2000               47.5000
003138    01     20060501    COKE                   47.6800               48.0300
003138    01     20060502    COKE                   47.8400               47.8300
003138    01     20060503    COKE                   48.1400               47.8500
003138    01     20060504    COKE                   47.8400               47.7400
003138    01     20060505    COKE                   47.9700               47.9500
003138    01     20060508    COKE                   47.9700               48.1600
003138    01     20060509    COKE                   48.0400               47.5800
003138    01     20060510    COKE                   48.0000               48.4300
003138    01     20060511    COKE                   47.4000               47.5900
003138    01     20060512    COKE                   46.5100               47.1300
003138    01     20060515    COKE                   46.5300               46.3100
003138    01     20060516    COKE                   46.6700               46.2200
003138    01     20060517    COKE                   46.8600               46.1700
003138    01     20060518    COKE                   46.8200               46.5200
003138    01     20060519    COKE                   46.1900               46.1200
003138    01     20060522    COKE                   47.0200               45.5100
003138    01     20060523    COKE                   47.4700               47.4000
003138    01     20060524    COKE                   48.0100               47.0000
003138    01     20060525    COKE                   48.5000               48.2000
003138    01     20060526    COKE                   48.7300               48.5000
003138    01     20060530    COKE                   48.4300               48.2300
003138    01     20060531    COKE                   48.8500               48.5100
003138    01     20060601    COKE                   49.3600               48.9900
003138    01     20060602    COKE                   49.1100               49.3800
003138    01     20060605    COKE                   48.4800               48.9300
003138    01     20060606    COKE                   47.9600               48.1100
003138    01     20060607    COKE                   48.4000               47.9400
003138    01     20060608    COKE                   49.1000               48.3500
003138    01     20060609    COKE                   49.4400               49.6100
003138    01     20060612    COKE                   49.6200               49.9500
003138    01     20060613    COKE                   49.7100               49.6300
003138    01     20060614    COKE                   49.3000               49.7100
003138    01     20060615    COKE                   49.9100               49.5400
003138    01     20060616    COKE                   49.8400               49.6800
003138    01     20060619    COKE                   49.1600               49.7000
003138    01     20060620    COKE                   49.1400               49.1200
003138    01     20060621    COKE                   49.6600               49.5600
003138    01     20060622    COKE                   49.7100               49.3500
003138    01     20060623    COKE                   49.7200               49.8000
003138    01     20060626    COKE                   50.0400               50.0000
003138    01     20060627    COKE                   49.8200               50.1500
003138    01     20060628    COKE                   50.0100               49.5300
003138    01     20060629    COKE                   51.7200               50.2600
003138    01     20060630    COKE                   50.7700               52.2400
003138    01     20060703    COKE                   50.8100               50.5000
003138    01     20060705    COKE                   51.7400               50.9400
003138    01     20060706    COKE                   52.4600               52.2300
003138    01     20060707    COKE                   52.1500               51.8400
003138    01     20060710    COKE                   53.2800               51.8100
003138    01     20060711    COKE                   54.8100               52.7000
003138    01     20060712    COKE                   54.6300               54.5900
003138    01     20060713    COKE                   53.6900               54.8700
003138    01     20060714    COKE                   52.8600               52.8300
003138    01     20060717    COKE                   52.9600               52.3300
003138    01     20060718    COKE                   53.5300               53.0000
003138    01     20060719    COKE                   54.7900               53.9500
003138    01     20060720    COKE                   54.3900               54.8000
003138    01     20060721    COKE                   53.8500               54.0500
003138    01     20060724    COKE                   57.9700               54.1900
003138    01     20060725    COKE                   59.4000               57.6000
003138    01     20060726    COKE                   59.3000               59.0000
003138    01     20060727    COKE                   61.3700               59.3000
003138    01     20060728    COKE                   61.3100               60.9700
003138    01     20060731    COKE                   61.3300               59.2600
003138    01     20060801    COKE                   59.7100               61.1000
003138    01     20060802    COKE                   59.0800               60.0000
003138    01     20060803    COKE                   58.5900               58.2200
003138    01     20060804    COKE                   58.5000               59.7000
003138    01     20060807    COKE                   58.4200               58.6000
003138    01     20060808    COKE                   56.8000               58.6800
003138    01     20060809    COKE                   57.0100               57.0600
003138    01     20060810    COKE                   57.4100               56.3300
003138    01     20060811    COKE                   57.1600               57.5100
003138    01     20060814    COKE                   57.1100               57.0400
003138    01     20060815    COKE                   58.1700               57.9600
003138    01     20060816    COKE                   57.6400               57.1000
003138    01     20060817    COKE                   57.6400               57.5700
003138    01     20060818    COKE                   57.6600               57.7300
003138    01     20060821    COKE                   56.3500               57.0900
003138    01     20060822    COKE                   56.0800               56.0900
003138    01     20060823    COKE                   56.1700               56.0800
003138    01     20060824    COKE                   56.2900               56.0000
003138    01     20060825    COKE                   56.8300               55.9600
003138    01     20060828    COKE                   58.3700               56.8900
003138    01     20060829    COKE                   59.0000               58.4000
003138    01     20060830    COKE                   59.4600               59.9200
003138    01     20060831    COKE                   58.6000               59.3100
003138    01     20060901    COKE                   58.3800               58.0800
003138    01     20060905    COKE                   59.8900               57.7500
003138    01     20060906    COKE                   59.7800               59.0000
003138    01     20060907    COKE                   59.6700               59.1600
003138    01     20060908    COKE                   59.5900               59.3800
003138    01     20060911    COKE                   59.8900               59.0400
003138    01     20060912    COKE                   59.9500               59.9400
003138    01     20060913    COKE                   60.0900               59.8500
003138    01     20060914    COKE                   60.9500               59.5600
003138    01     20060915    COKE                   61.4900               61.0600
003138    01     20060918    COKE                   61.5800               61.4900
003138    01     20060919    COKE                   61.5000               61.7600
003138    01     20060920    COKE                   61.9300               61.4000
003138    01     20060921    COKE                   60.9000               61.7700
003138    01     20060922    COKE                   58.9600               60.3000
003138    01     20060925    COKE                   60.7700               59.7100
003138    01     20060926    COKE                   61.1100               61.1800
003138    01     20060927    COKE                   62.4900               60.9000
003138    01     20060928    COKE                   62.3200               62.9500
003138    01     20060929    COKE                   61.9800               61.9000
003138    01     20061002    COKE                   60.6000               62.5100
003138    01     20061003    COKE                   61.0500               60.5800
003138    01     20061004    COKE                   62.1200               60.6200
003138    01     20061005    COKE                   63.3800               61.7000
003138    01     20061006    COKE                   62.7125               62.9200
003138    01     20061009    COKE                   63.1800               62.7600
003138    01     20061010    COKE                   62.6700               63.2000
003138    01     20061011    COKE                   61.7500               62.6800
003138    01     20061012    COKE                   64.4700               62.5900
003138    01     20061013    COKE                   64.2500               65.0000
003138    01     20061016    COKE                   64.8800               64.5000
003138    01     20061017    COKE                   64.9800               64.1000
003138    01     20061018    COKE                   65.3000               65.2300
003138    01     20061019    COKE                   66.3000               64.9500
003138    01     20061020    COKE                   66.1300               66.5000
003138    01     20061023    COKE                   66.5960               66.1500
003138    01     20061024    COKE                   67.0200               66.7900
003138    01     20061025    COKE                   67.3400               67.6300
003138    01     20061026    COKE                   66.0200               68.0900
003138    01     20061027    COKE                   64.5500               66.2000
003138    01     20061030    COKE                   64.1000               64.5500
003138    01     20061031    COKE                   62.9800               64.0000
003138    01     20061101    COKE                   60.4600               62.5600
003138    01     20061102    COKE                   60.3100               60.0400
003138    01     20061103    COKE                   59.8000               59.9400
003138    01     20061106    COKE                   59.7300               59.9600
003138    01     20061107    COKE                   60.7300               59.4400
003138    01     20061108    COKE                   62.5200               60.6700
003138    01     20061109    COKE                   61.4700               62.8300
003138    01     20061110    COKE                   60.5200               60.9400
003138    01     20061113    COKE                   62.3000               60.8500
003138    01     20061114    COKE                   64.5300               62.1600
003138    01     20061115    COKE                   64.2300               64.5000
003138    01     20061116    COKE                   65.1800               64.9900
003138    01     20061117    COKE                   64.7100               65.2000
003138    01     20061120    COKE                   64.6500               65.4000
003138    01     20061121    COKE                   64.0800               64.1300
003138    01     20061122    COKE                   64.0700               64.0000
003138    01     20061124    COKE                   64.3200               64.3100
003138    01     20061127    COKE                   63.7100               63.7300
003138    01     20061128    COKE                   63.9300               63.9500
003138    01     20061129    COKE                   63.6800               64.1500
003138    01     20061130    COKE                   63.1300               64.0400
003138    01     20061201    COKE                   61.7800               63.0000
003138    01     20061204    COKE                   63.5000               62.1900
003138    01     20061205    COKE                   64.2200               63.5000
003138    01     20061206    COKE                   65.6400               64.2100
003138    01     20061207    COKE                   66.1300               65.8300
003138    01     20061208    COKE                   66.5100               66.2200
003138    01     20061211    COKE                   65.7100               66.4200
003138    01     20061212    COKE                   66.1000               65.7000
003138    01     20061213    COKE                   67.0200               66.0000
003138    01     20061214    COKE                   68.2100               67.5800
003138    01     20061215    COKE                   66.5100               68.1600
003138    01     20061218    COKE                   65.3700               66.4000
003138    01     20061219    COKE                   65.7400               64.8200
003138    01     20061220    COKE                   66.5600               65.6700
003138    01     20061221    COKE                   66.6700               67.2200
003138    01     20061222    COKE                   66.4900               67.2800
003138    01     20061226    COKE                   66.8100               65.8700
003138    01     20061227    COKE                   68.2400               67.3900
003138    01     20061228    COKE                   68.2200               68.1300
003138    01     20061229    COKE                   68.4300               68.4700
003138    01     20070103    COKE                   66.3200               68.6400
003138    01     20070104    COKE                   66.2400               65.5900
003138    01     20070105    COKE                   65.0500               66.1000
003138    01     20070108    COKE                   64.0100               64.9400
003138    01     20070109    COKE                   64.9200               63.8300
003138    01     20070110    COKE                   65.8000               64.4300
003138    01     20070111    COKE                   66.7400               66.0000
003138    01     20070112    COKE                   68.0600               67.0000
003138    01     20070116    COKE                   65.4300               67.6100
003138    01     20070117    COKE                   65.9600               65.8800
003138    01     20070118    COKE                   63.3100               65.9600
003138    01     20070119    COKE                   66.0200               63.4500
003138    01     20070122    COKE                   65.5200               66.1900
003138    01     20070123    COKE                   65.9700               64.7700
003138    01     20070124    COKE                   66.0100               65.8000
003138    01     20070125    COKE                   64.1000               66.1300
003138    01     20070126    COKE                   64.7800               63.9600
003138    01     20070129    COKE                   64.0100               64.8000
003138    01     20070130    COKE                   63.7600               64.0300
003138    01     20070131    COKE                   62.7400               63.4100
003138    01     20070201    COKE                   63.0200               62.8000
003138    01     20070202    COKE                   61.9500               62.6100
003138    01     20070205    COKE                   58.9400               61.9100
003138    01     20070206    COKE                   57.7400               59.1100
003138    01     20070207    COKE                   57.8500               57.1300
003138    01     20070208    COKE                   57.8500               57.7500
003138    01     20070209    COKE                   58.0400               57.8300
003138    01     20070212    COKE                   59.9000               58.2400
003138    01     20070213    COKE                   60.3500               59.9200
003138    01     20070214    COKE                   58.9200               60.1000
003138    01     20070215    COKE                   59.9700               59.2900
003138    01     20070216    COKE                   59.4900               60.1200
003138    01     20070220    COKE                   60.4400               58.9500
003138    01     20070221    COKE                   62.0000               60.0500
003138    01     20070222    COKE                   61.7900               62.0300
003138    01     20070223    COKE                   59.8100               61.4300
003138    01     20070226    COKE                   58.4600               60.2800
003138    01     20070227    COKE                   52.8600               58.0000
003138    01     20070228    COKE                   58.5300               54.1100
003138    01     20070301    COKE                   59.0700               54.9300
003138    01     20070302    COKE                   57.1100               59.8900
003138    01     20070305    COKE                   56.7100               56.7000
003138    01     20070306    COKE                   58.9200               57.4600
003138    01     20070307    COKE                   57.7100               59.0000
003138    01     20070308    COKE                   56.1000               57.1300
003138    01     20070309    COKE                   57.9700               56.0200
003138    01     20070312    COKE                   60.2000               58.0100
003138    01     20070313    COKE                   57.4300               60.0000
003138    01     20070314    COKE                   57.8800               57.0000
003138    01     20070315    COKE                   58.6500               57.9700
003138    01     20070316    COKE                   56.8800               58.5600
003138    01     20070319    COKE                   56.4300               56.6300
003138    01     20070320    COKE                   57.6100               56.6900
003138    01     20070321    COKE                   58.8300               57.8000
003138    01     20070322    COKE                   59.1800               59.4400
003138    01     20070323    COKE                   57.7300               58.8400
003138    01     20070326    COKE                   58.9000               57.5600
003138    01     20070327    COKE                   58.4900               58.5100
003138    01     20070328    COKE                   57.5000               57.9600
003138    01     20070329    COKE                   56.6900               57.8500
003138    01     20070330    COKE                   56.6300               56.9200
003138    01     20070402    COKE                   57.3300               56.4500
003138    01     20070403    COKE                   56.5500               57.7600
003138    01     20070404    COKE                   57.1800               56.5500
003138    01     20070405    COKE                   57.3200               57.4600
003138    01     20070409    COKE                   56.5100               57.7700
003138    01     20070410    COKE                   56.6400               56.4000
003138    01     20070411    COKE                   56.0900               56.5400
003138    01     20070412    COKE                   56.6600               56.1000
003138    01     20070413    COKE                   56.7500               56.3900
003138    01     20070416    COKE                   57.6800               56.9400
003138    01     20070417    COKE                   56.9200               58.2500
003138    01     20070418    COKE                   57.1600               57.0000
003138    01     20070419    COKE                   56.6500               56.5600
003138    01     20070420    COKE                   57.5800               57.8200
003138    01     20070423    COKE                   57.1800               57.2500
003138    01     20070424    COKE                   56.7500               57.6100
003138    01     20070425    COKE                   56.5000               57.3300
003138    01     20070426    COKE                   57.2100               57.0000
003138    01     20070427    COKE                   57.2600               57.6000
003138    01     20070430    COKE                   55.2200               57.4000
003138    01     20070501    COKE                   56.0700               55.8400
003138    01     20070502    COKE                   56.3000               56.3200
003138    01     20070503    COKE                   56.5800               56.4600
003138    01     20070504    COKE                   56.4500               56.5900
003138    01     20070507    COKE                   55.1200               55.7700
003138    01     20070508    COKE                   54.6300               55.3000
003138    01     20070509    COKE                   54.3600               54.1700
003138    01     20070510    COKE                   52.5000               54.4500
003138    01     20070511    COKE                   52.9000               52.9000
003138    01     20070514    COKE                   51.5500               52.9000
003138    01     20070515    COKE                   51.7700               51.7100
003138    01     20070516    COKE                   52.7400               52.9500
003138    01     20070517    COKE                   53.1200               52.9400
003138    01     20070518    COKE                   54.6700               53.3600
003138    01     20070521    COKE                   54.6200               54.9500
003138    01     20070522    COKE                   55.1000               54.9300
003138    01     20070523    COKE                   55.4900               55.6600
003138    01     20070524    COKE                   55.2400               55.2100
003138    01     20070525    COKE                   54.2500               55.5900
003138    01     20070529    COKE                   55.7824               54.8400
003138    01     20070530    COKE                   55.6400               55.9500
003138    01     20070531    COKE                   55.3600               56.0800
003138    01     20070601    COKE                   55.3000               55.8400
003138    01     20070604    COKE                   55.3400               55.0000
003138    01     20070605    COKE                   55.3500               54.7300
003138    01     20070606    COKE                   54.6600               55.6400
003138    01     20070607    COKE                   53.9700               54.1800
003138    01     20070608    COKE                   53.7300               53.8900
003138    01     20070611    COKE                   53.7300               54.1700
003138    01     20070612    COKE                   52.6800               53.6300
003138    01     20070613    COKE                   52.6600               53.0800
003138    01     20070614    COKE                   51.6500               52.5000
003138    01     20070615    COKE                   52.4000               52.5700
003138    01     20070618    COKE                   52.0700               52.8100
003138    01     20070619    COKE                   52.0700               52.0500
003138    01     20070620    COKE                   52.0000               52.7400
003138    01     20070621    COKE                   52.3100               52.0400
003138    01     20070622    COKE                   51.1500               52.6300
003138    01     20070625    COKE                   50.3400               51.0600
003138    01     20070626    COKE                   49.8750               51.2400
003138    01     20070627    COKE                   50.6400               50.1600
003138    01     20070628    COKE                   51.6400               50.9400
003138    01     20070629    COKE                   50.3000               52.0000
003138    01     20070702    COKE                   50.5900               50.8400
003138    01     20070703    COKE                   51.2800               50.9800
003138    01     20070705    COKE                   51.8700               51.4300
003138    01     20070706    COKE                   52.0850               52.4700
003138    01     20070709    COKE                   51.9400               52.5400
003138    01     20070710    COKE                   50.5000               52.1400
003138    01     20070711    COKE                   50.5500               50.9100
003138    01     20070712    COKE                   51.9750               51.0800
003138    01     20070713    COKE                   51.5100               51.1000
003138    01     20070716    COKE                   51.0700               51.6000
003138    01     20070717    COKE                   52.4800               52.8500
003138    01     20070718    COKE                   52.1300               52.5100
003138    01     20070719    COKE                   51.6200               52.0600
003138    01     20070720    COKE                   51.0400               51.5100
003138    01     20070723    COKE                   50.9100               50.5700
003138    01     20070724    COKE                   50.1800               50.8000
003138    01     20070725    COKE                   51.6400               50.4500
003138    01     20070726    COKE                   51.5000               51.3500
003138    01     20070727    COKE                   50.6100               51.0000
003138    01     20070730    COKE                   51.6000               51.8900
003138    01     20070731    COKE                   52.1100               52.2700
003138    01     20070801    COKE                   52.7000               51.9600
003138    01     20070802    COKE                   51.8500               52.8800
003138    01     20070803    COKE                   50.4400               51.5000
003138    01     20070806    COKE                   51.6900               50.5000
003138    01     20070807    COKE                   51.6400               51.5000
003138    01     20070808    COKE                   52.6000               52.0400
003138    01     20070809    COKE                   51.0200               52.0000
003138    01     20070810    COKE                   54.0700               51.2500
003138    01     20070813    COKE                   54.5500               54.0700
003138    01     20070814    COKE                   53.0800               55.0000
003138    01     20070815    COKE                   53.8800               53.2100
003138    01     20070816    COKE                   55.7100               54.3500
003138    01     20070817    COKE                   56.6200               57.5000
003138    01     20070820    COKE                   56.4600               56.7500
003138    01     20070821    COKE                   56.2400               56.0000
003138    01     20070822    COKE                   56.7500               58.8900
003138    01     20070823    COKE                   56.9300               57.2200
003138    01     20070824    COKE                   59.0000               57.0700
003138    01     20070827    COKE                   58.5600               58.9300
003138    01     20070828    COKE                   57.1500               58.5300
003138    01     20070829    COKE                   59.0200               57.3300
003138    01     20070830    COKE                   58.2600               58.3200
003138    01     20070831    COKE                   58.6700               58.9900
003138    01     20070904    COKE                   58.2600               58.1900
003138    01     20070905    COKE                   57.5000               57.5100
003138    01     20070906    COKE                   57.9300               57.5700
003138    01     20070907    COKE                   56.2900               56.9400
003138    01     20070910    COKE                   56.6200               56.5300
003138    01     20070911    COKE                   57.2800               56.7500
003138    01     20070912    COKE                   57.9900               56.9800
003138    01     20070913    COKE                   57.9000               58.0400
003138    01     20070914    COKE                   58.6800               58.5000
003138    01     20070917    COKE                   58.5000               58.6800
003138    01     20070918    COKE                   59.9500               58.7000
003138    01     20070919    COKE                   60.4700               59.9500
003138    01     20070920    COKE                   60.0600               60.0000
003138    01     20070921    COKE                   59.5100               60.5400
003138    01     20070924    COKE                   58.8100               60.0000
003138    01     20070925    COKE                   59.2700               57.5700
003138    01     20070926    COKE                   60.2700               59.9100
003138    01     20070927    COKE                   60.6300               60.2700
003138    01     20070928    COKE                   60.3000               60.3400
003138    01     20071001    COKE                   61.7300               60.5000
003138    01     20071002    COKE                   61.6000               61.4700
003138    01     20071003    COKE                   60.2800               61.1200
003138    01     20071004    COKE                   58.2900               60.9200
003138    01     20071005    COKE                   62.3600               59.0600
003138    01     20071008    COKE                   62.8200               61.0000
003138    01     20071009    COKE                   63.5700               63.3400
003138    01     20071010    COKE                   64.0200               63.4700
003138    01     20071011    COKE                   63.8700               64.0000
003138    01     20071012    COKE                   63.8400               63.8300
003138    01     20071015    COKE                   62.2900               63.7500
003138    01     20071016    COKE                   62.7500               62.5000
003138    01     20071017    COKE                   63.0000               62.9000
003138    01     20071018    COKE                   62.4900               63.0500
003138    01     20071019    COKE                   58.7700               62.4900
003138    01     20071022    COKE                   59.5100               58.7000
003138    01     20071023    COKE                   60.4300               60.5000
003138    01     20071024    COKE                   59.8500               60.2200
003138    01     20071025    COKE                   60.4200               59.6100
003138    01     20071026    COKE                   60.9700               61.0000
003138    01     20071029    COKE                   60.5300               60.0700
003138    01     20071030    COKE                   59.7100               60.5600
003138    01     20071031    COKE                   59.0000               59.0000
003138    01     20071101    COKE                   57.7100               58.1100
003138    01     20071102    COKE                   58.5900               58.3000
003138    01     20071105    COKE                   56.6500               58.2800
003138    01     20071106    COKE                   58.0000               57.0000
003138    01     20071107    COKE                   56.3600               57.1800
003138    01     20071108    COKE                   58.9100               56.9700
003138    01     20071109    COKE                   57.3300               58.2300
003138    01     20071112    COKE                   57.4900               57.0400
003138    01     20071113    COKE                   57.7900               58.0800
003138    01     20071114    COKE                   57.5500               58.0000
003138    01     20071115    COKE                   56.9300               57.2000
003138    01     20071116    COKE                   56.7500               57.0500
003138    01     20071119    COKE                   55.7500               55.1100
003138    01     20071120    COKE                   55.1100               55.2400
003138    01     20071121    COKE                   55.9200               55.2200
003138    01     20071123    COKE                   56.8200               56.2500
003138    01     20071126    COKE                   56.0500               57.5000
003138    01     20071127    COKE                   54.0800               56.3300
003138    01     20071128    COKE                   55.9800               54.7900
003138    01     20071129    COKE                   55.7400               55.2900
003138    01     20071130    COKE                   56.7400               56.2300
003138    01     20071203    COKE                   55.8100               57.2600
003138    01     20071204    COKE                   54.0400               55.8700
003138    01     20071205    COKE                   55.2300               55.3400
003138    01     20071206    COKE                   57.8700               55.6000
003138    01     20071207    COKE                   57.3600               57.8700
003138    01     20071210    COKE                   57.8700               57.3800
003138    01     20071211    COKE                   57.3200               58.2900
003138    01     20071212    COKE                   58.1000               59.2200
003138    01     20071213    COKE                   59.9500               57.7200
003138    01     20071214    COKE                   56.6000               59.2700
003138    01     20071217    COKE                   56.5900               56.0200
003138    01     20071218    COKE                   58.9100               57.4400
003138    01     20071219    COKE                   59.6700               58.9200
003138    01     20071220    COKE                   60.3100               60.0000
003138    01     20071221    COKE                   62.3500               61.3100
003138    01     20071224    COKE                   63.1700               62.3500
003138    01     20071226    COKE                   63.8000               62.7500
003138    01     20071227    COKE                   60.3800               64.0000
003138    01     20071228    COKE                   59.3700               61.3300
003138    01     20071231    COKE                   58.8800               58.8500
003138    01     20080102    COKE                   58.7600               58.5500
003138    01     20080103    COKE                   57.2400               59.9100
003138    01     20080104    COKE                   55.8000               57.9400
003138    01     20080107    COKE                   55.0900               56.1800
003138    01     20080108    COKE                   54.9100               55.5000
003138    01     20080109    COKE                   57.2300               54.8200
003138    01     20080110    COKE                   59.4900               56.4600
003138    01     20080111    COKE                   56.6500               59.0000
003138    01     20080114    COKE                   55.5900               57.0000
003138    01     20080115    COKE                   55.5000               54.9500
003138    01     20080116    COKE                   55.7200               55.4600
003138    01     20080117    COKE                   55.0300               56.6900
003138    01     20080118    COKE                   56.2400               55.0000
003138    01     20080122    COKE                   57.8200               55.0000
003138    01     20080123    COKE                   60.9200               57.5000
003138    01     20080124    COKE                   60.8300               60.9000
003138    01     20080125    COKE                   60.0100               61.7300
003138    01     20080128    COKE                   61.7300               60.0000
003138    01     20080129    COKE                   61.8000               62.0000
003138    01     20080130    COKE                   60.0800               61.4800
003138    01     20080131    COKE                   60.0600               60.0000
003138    01     20080201    COKE                   61.0000               60.4900
003138    01     20080204    COKE                   61.7000               60.9500
003138    01     20080205    COKE                   60.6000               60.5800
003138    01     20080206    COKE                   60.1800               60.9700
003138    01     20080207    COKE                   59.3400               59.7400
003138    01     20080208    COKE                   59.2000               60.4500
003138    01     20080211    COKE                   58.8000               58.7200
003138    01     20080212    COKE                   58.8800               59.2400
003138    01     20080213    COKE                   61.3100               59.7000
003138    01     20080214    COKE                   59.1500               61.4100
003138    01     20080215    COKE                   57.8700               58.8300
003138    01     20080219    COKE                   57.7200               59.0000
003138    01     20080220    COKE                   58.6000               57.4000
003138    01     20080221    COKE                   56.8900               59.0000
003138    01     20080222    COKE                   56.2300               57.3800
003138    01     20080225    COKE                   58.1100               55.7100
003138    01     20080226    COKE                   58.0800               57.9500
003138    01     20080227    COKE                   56.5000               57.1800
003138    01     20080228    COKE                   55.5300               55.8800
003138    01     20080229    COKE                   54.6900               55.5000
003138    01     20080303    COKE                   59.5800               54.8400
003138    01     20080304    COKE                   60.1100               59.0700
003138    01     20080305    COKE                   59.2400               60.2800
003138    01     20080306    COKE                   57.0000               59.0300
003138    01     20080307    COKE                   57.0600               56.5200
