gvkey,iid,datadate,tic,cshtrd,prccd,prchd,prcld,prcod
003138,01,20060103,COKE,9064.0000,43.9200,44.0300,43.2500,44.0300
003138,01,20060104,COKE,6771.0000,44.1000,44.2800,43.3400,44.0000
003138,01,20060105,COKE,13606.0000,43.7000,44.2500,43.7000,43.7200
003138,01,20060106,COKE,12612.0000,43.5000,44.1100,43.5000,43.5000
003138,01,20060109,COKE,11113.0000,44.0100,44.6100,43.5000,43.5000
003138,01,20060110,COKE,6244.0000,44.7500,44.7500,44.1700,44.4400
003138,01,20060111,COKE,8579.0000,44.1210,44.7500,44.1100,44.7500
003138,01,20060112,COKE,13889.0000,43.8000,44.7500,43.5100,44.3700
003138,01,20060113,COKE,5345.0000,44.0100,44.6990,43.6900,44.0000
003138,01,20060117,COKE,9100.0000,43.9600,44.2600,43.8400,44.2600
003138,01,20060118,COKE,9642.0000,44.0600,44.4500,43.8100,44.4500
003138,01,20060119,COKE,5875.0000,44.0700,44.6600,43.9500,44.6600
003138,01,20060120,COKE,10602.0000,43.5900,44.7100,43.5000,44.5900
003138,01,20060123,COKE,4131.0000,43.3560,44.1299,43.3560,43.5000
003138,01,20060124,COKE,6938.0000,45.1300,45.1300,43.1500,43.1500
003138,01,20060125,COKE,6284.0000,45.1900,45.3200,44.8900,45.2300
003138,01,20060126,COKE,9433.0000,45.3000,45.5700,45.2068,45.5700
003138,01,20060127,COKE,5220.0000,46.0000,46.0000,45.1015,45.1015
003138,01,20060130,COKE,4235.0000,45.0400,46.2000,44.6900,46.0000
003138,01,20060131,COKE,12540.0000,44.9500,45.1400,44.0600,44.1400
003138,01,20060201,COKE,2200.0000,45.0000,45.0000,44.9500,44.9500
003138,01,20060202,COKE,28034.0000,45.3810,45.8700,44.1800,44.4000
003138,01,20060203,COKE,13756.0000,45.6000,46.0000,44.6200,45.0900
003138,01,20060206,COKE,8484.0000,45.6800,46.1000,45.1500,46.1000
003138,01,20060207,COKE,31594.0000,46.3800,46.4200,45.3600,45.6800
003138,01,20060208,COKE,7657.0000,46.6500,46.6800,46.2310,46.3500
003138,01,20060209,COKE,28304.0000,46.3100,46.9100,46.2310,46.8000
003138,01,20060210,COKE,18108.0000,46.4900,46.7700,46.2300,46.7700
003138,01,20060213,COKE,41251.0000,46.3500,46.9900,46.2100,46.9900
003138,01,20060214,COKE,14439.0000,46.7500,46.8000,46.3700,46.4000
003138,01,20060215,COKE,14961.0000,46.8000,47.0000,46.4128,46.9500
003138,01,20060216,COKE,12421.0000,47.0000,47.0000,46.6400,46.8000
003138,01,20060217,COKE,18186.0000,46.4400,47.3800,46.2300,47.3800
003138,01,20060221,COKE,56272.0000,46.2400,46.9292,45.3700,46.2500
003138,01,20060222,COKE,13739.0000,46.4500,46.6500,46.0200,46.0200
003138,01,20060223,COKE,20744.0000,46.8900,47.3000,45.3100,46.2800
003138,01,20060224,COKE,13313.0000,47.0000,47.2800,46.6300,47.2800
003138,01,20060227,COKE,9531.0000,46.1100,47.2300,45.8400,47.2300
003138,01,20060228,COKE,9502.0000,45.2300,46.4080,45.0200,46.3400
003138,01,20060301,COKE,4353.0000,46.0000,46.0000,45.2600,45.2600
003138,01,20060302,COKE,4074.0000,45.2900,46.2700,45.0400,46.2700
003138,01,20060303,COKE,4724.0000,44.5700,45.2200,44.5700,45.0000
003138,01,20060306,COKE,9045.0000,44.9800,45.5600,44.8600,45.0600
003138,01,20060307,COKE,8758.0000,44.2000,45.4800,44.2000,45.1500
003138,01,20060308,COKE,8615.0000,43.4600,44.1900,43.4600,44.1100
003138,01,20060309,COKE,9086.0000,43.4100,44.0000,43.2500,43.2500
003138,01,20060310,COKE,6900.0000,43.5800,43.7500,43.1000,43.1200
003138,01,20060313,COKE,12300.0000,43.9900,44.0800,43.5910,44.0000
003138,01,20060314,COKE,10420.0000,44.0500,44.5600,43.7400,44.3600
003138,01,20060315,COKE,11417.0000,44.0200,44.4400,43.7200,44.4400
003138,01,20060316,COKE,18754.0000,44.1700,44.5500,44.0000,44.1460
003138,01,20060317,COKE,39216.0000,44.2500,44.3900,44.0400,44.3900
003138,01,20060320,COKE,11444.0000,44.1900,44.7200,43.7700,44.5500
003138,01,20060321,COKE,16039.0000,43.8200,44.5900,43.7800,44.5900
003138,01,20060322,COKE,4529.0000,44.0000,44.0000,43.6600,43.8500
003138,01,20060323,COKE,8153.0000,44.0000,44.0900,43.7000,43.7000
003138,01,20060324,COKE,7343.0000,44.0000,44.1300,43.8000,43.8000
003138,01,20060327,COKE,8410.0000,44.5000,44.5900,44.1690,44.3100
003138,01,20060328,COKE,11233.0000,44.3600,45.5000,44.2600,44.8300
003138,01,20060329,COKE,6314.0000,44.5900,44.5900,44.0300,44.1000
003138,01,20060330,COKE,6836.0000,44.6600,45.2830,44.1200,44.9400
003138,01,20060331,COKE,15536.0000,46.0000,46.0000,44.8700,45.0500
003138,01,20060403,COKE,9747.0000,45.6000,46.0000,45.2800,46.0000
003138,01,20060404,COKE,4838.0000,45.1400,45.6300,45.0500,45.2900
003138,01,20060405,COKE,9570.0000,44.4000,45.5400,44.1100,45.5400
003138,01,20060406,COKE,12656.0000,44.6500,44.7200,44.1100,44.5500
003138,01,20060407,COKE,9026.0000,44.9900,45.4300,44.7600,45.0900
003138,01,20060410,COKE,5356.0000,44.4700,45.4200,44.4700,45.2500
003138,01,20060411,COKE,7907.0000,43.9100,44.8400,43.8300,44.8400
003138,01,20060412,COKE,2721.0000,44.2500,44.5490,44.0000,44.2100
003138,01,20060413,COKE,2710.0000,44.6200,44.6200,43.9000,43.9000
003138,01,20060417,COKE,13840.0000,43.9500,44.6200,43.6010,44.6200
003138,01,20060418,COKE,9429.0000,44.1600,44.2900,43.5000,43.6400
003138,01,20060419,COKE,15364.0000,45.1200,45.1200,44.2801,44.6100
003138,01,20060420,COKE,8059.0000,45.1400,45.1500,44.8100,44.8100
003138,01,20060421,COKE,16909.0000,46.0000,46.0000,44.8900,45.5900
003138,01,20060424,COKE,7836.0000,46.2200,46.4700,45.8900,46.0000
003138,01,20060425,COKE,13535.0000,46.7500,46.7800,45.8200,46.0500
003138,01,20060426,COKE,6809.0000,47.1400,47.4300,46.7900,46.9000
003138,01,20060427,COKE,6902.0000,47.6800,47.8000,46.3700,46.5800
003138,01,20060428,COKE,13474.0000,48.2000,48.2799,46.8100,47.5000
003138,01,20060501,COKE,13016.0000,47.6800,48.2000,47.4700,48.0300
003138,01,20060502,COKE,17309.0000,47.8400,47.8400,47.0400,47.8300
003138,01,20060503,COKE,9729.0000,48.1400,48.4800,47.6000,47.8500
003138,01,20060504,COKE,5415.0000,47.8400,48.1300,47.3500,47.7400
003138,01,20060505,COKE,4836.0000,47.9700,48.0000,47.3900,47.9500
003138,01,20060508,COKE,4470.0000,47.9700,48.1600,47.4000,48.1600
003138,01,20060509,COKE,17062.0000,48.0400,48.3400,47.4200,47.5800
003138,01,20060510,COKE,10839.0000,48.0000,48.4300,47.9301,48.4300
003138,01,20060511,COKE,13357.0000,47.4000,48.0400,47.2400,47.5900
003138,01,20060512,COKE,5707.0000,46.5100,47.2999,46.5100,47.1300
003138,01,20060515,COKE,7814.0000,46.5300,46.7300,46.0900,46.3100
003138,01,20060516,COKE,3945.0000,46.6700,47.0600,46.2200,46.2200
003138,01,20060517,COKE,10366.0000,46.8600,47.0700,45.7600,46.1700
003138,01,20060518,COKE,17323.0000,46.8200,47.1700,45.9400,46.5200
003138,01,20060519,COKE,18948.0000,46.1900,46.5300,45.3400,46.1200
003138,01,20060522,COKE,17488.0000,47.0200,47.2500,45.5100,45.5100
003138,01,20060523,COKE,11354.0000,47.4700,47.8300,47.0300,47.4000
003138,01,20060524,COKE,6774.0000,48.0100,48.2300,46.7000,47.0000
003138,01,20060525,COKE,17604.0000,48.5000,48.5000,47.7300,48.2000
003138,01,20060526,COKE,11438.0000,48.7300,48.7300,48.2100,48.5000
003138,01,20060530,COKE,10238.0000,48.4300,48.9200,48.1900,48.2300
003138,01,20060531,COKE,10708.0000,48.8500,48.8999,48.3000,48.5100
003138,01,20060601,COKE,6449.0000,49.3600,49.3600,48.6900,48.9900
003138,01,20060602,COKE,6350.0000,49.1100,49.8000,48.9300,49.3800
003138,01,20060605,COKE,15366.0000,48.4800,49.5100,48.4000,48.9300
003138,01,20060606,COKE,6350.0000,47.9600,48.4300,47.6400,48.1100
003138,01,20060607,COKE,14181.0000,48.4000,49.0000,47.6900,47.9400
003138,01,20060608,COKE,27420.0000,49.1000,49.3500,47.6200,48.3500
003138,01,20060609,COKE,20878.0000,49.4400,49.9800,49.4400,49.6100
003138,01,20060612,COKE,12944.0000,49.6200,49.9500,49.4800,49.9500
003138,01,20060613,COKE,14819.0000,49.7100,50.0000,49.6300,49.6300
003138,01,20060614,COKE,9436.0000,49.3000,49.8900,49.2600,49.7100
003138,01,20060615,COKE,7664.0000,49.9100,50.0000,49.4620,49.5400
003138,01,20060616,COKE,61220.0000,49.8400,49.9100,49.4499,49.6800
003138,01,20060619,COKE,14040.0000,49.1600,49.8400,49.0700,49.7000
003138,01,20060620,COKE,18493.0000,49.1400,49.5900,49.0900,49.1200
003138,01,20060621,COKE,13923.0000,49.6600,49.9600,49.2900,49.5600
003138,01,20060622,COKE,15574.0000,49.7100,49.8600,49.2600,49.3500
003138,01,20060623,COKE,15932.0000,49.7200,49.8800,49.4000,49.8000
003138,01,20060626,COKE,20746.0000,50.0400,50.0400,49.5500,50.0000
003138,01,20060627,COKE,7823.0000,49.8200,50.4200,49.8200,50.1500
003138,01,20060628,COKE,16584.0000,50.0100,50.0100,49.0200,49.5300
003138,01,20060629,COKE,30383.0000,51.7200,52.2900,50.0600,50.2600
003138,01,20060630,COKE,66162.0000,50.7700,52.4200,50.7700,52.2400
003138,01,20060703,COKE,25485.0000,50.8100,51.1700,50.2100,50.5000
003138,01,20060705,COKE,19927.0000,51.7400,51.7400,50.2000,50.9400
003138,01,20060706,COKE,24936.0000,52.4600,52.4600,52.1708,52.2300
003138,01,20060707,COKE,12311.0000,52.1500,52.4300,51.7600,51.8400
003138,01,20060710,COKE,14393.0000,53.2800,53.2800,51.8100,51.8100
003138,01,20060711,COKE,20003.0000,54.8100,54.9000,52.7000,52.7000
003138,01,20060712,COKE,15650.0000,54.6300,54.7900,53.8100,54.5900
003138,01,20060713,COKE,12036.0000,53.6900,54.8700,53.5800,54.8700
003138,01,20060714,COKE,25343.0000,52.8600,53.2400,52.5100,52.8300
003138,01,20060717,COKE,12886.0000,52.9600,52.9600,52.3100,52.3300
003138,01,20060718,COKE,16610.0000,53.5300,53.9800,52.8000,53.0000
003138,01,20060719,COKE,24663.0000,54.7900,54.7900,53.8000,53.9500
003138,01,20060720,COKE,9561.0000,54.3900,54.9700,54.2400,54.8000
003138,01,20060721,COKE,7621.0000,53.8500,54.0500,53.5400,54.0500
003138,01,20060724,COKE,47668.0000,57.9700,57.9700,54.1900,54.1900
003138,01,20060725,COKE,27142.0000,59.4000,59.4100,56.9400,57.6000
003138,01,20060726,COKE,28405.0000,59.3000,59.5700,57.9000,59.0000
003138,01,20060727,COKE,35567.0000,61.3700,61.3700,59.3000,59.3000
003138,01,20060728,COKE,29878.0000,61.3100,61.7100,59.8720,60.9700
003138,01,20060731,COKE,35444.0000,61.3300,61.5000,59.1000,59.2600
003138,01,20060801,COKE,88958.0000,59.7100,61.4400,59.6800,61.1000
003138,01,20060802,COKE,25239.0000,59.0800,60.0000,57.9800,60.0000
003138,01,20060803,COKE,17963.0000,58.5900,59.2600,57.7500,58.2200
003138,01,20060804,COKE,18076.0000,58.5000,59.7000,57.9800,59.7000
003138,01,20060807,COKE,30914.0000,58.4200,58.6680,57.2400,58.6000
003138,01,20060808,COKE,27354.0000,56.8000,58.6800,56.5700,58.6800
003138,01,20060809,COKE,21147.0000,57.0100,57.4900,56.4100,57.0600
003138,01,20060810,COKE,15587.0000,57.4100,57.6500,56.3100,56.3300
003138,01,20060811,COKE,12433.0000,57.1600,57.9900,57.0300,57.5100
003138,01,20060814,COKE,18963.0000,57.1100,57.6300,56.8500,57.0400
003138,01,20060815,COKE,11434.0000,58.1700,58.1700,57.6500,57.9600
003138,01,20060816,COKE,12295.0000,57.6400,58.2100,57.1000,57.1000
003138,01,20060817,COKE,23748.0000,57.6400,58.2500,57.5300,57.5700
003138,01,20060818,COKE,10136.0000,57.6600,57.9300,57.2600,57.7300
003138,01,20060821,COKE,15825.0000,56.3500,57.1300,55.7900,57.0900
003138,01,20060822,COKE,10874.0000,56.0800,56.3200,55.2500,56.0900
003138,01,20060823,COKE,12596.0000,56.1700,56.5900,55.9500,56.0800
003138,01,20060824,COKE,12157.0000,56.2900,56.9700,56.0000,56.0000
003138,01,20060825,COKE,7101.0000,56.8300,56.8400,55.8700,55.9600
003138,01,20060828,COKE,20779.0000,58.3700,58.4000,56.8900,56.8900
003138,01,20060829,COKE,92927.0000,59.0000,60.0000,58.4000,58.4000
003138,01,20060830,COKE,9082.0000,59.4600,59.9200,58.5400,59.9200
003138,01,20060831,COKE,18816.0000,58.6000,59.4300,58.0500,59.3100
003138,01,20060901,COKE,17921.0000,58.3800,59.2100,58.0000,58.0800
003138,01,20060905,COKE,27834.0000,59.8900,59.9400,57.5000,57.7500
003138,01,20060906,COKE,26513.0000,59.7800,59.8600,58.9200,59.0000
003138,01,20060907,COKE,8675.0000,59.6700,59.7600,58.8700,59.1600
003138,01,20060908,COKE,7672.0000,59.5900,59.8500,59.3500,59.3800
003138,01,20060911,COKE,17486.0000,59.8900,59.9200,59.0400,59.0400
003138,01,20060912,COKE,12949.0000,59.9500,59.9900,59.5800,59.9400
003138,01,20060913,COKE,39242.0000,60.0900,60.7900,59.7000,59.8500
003138,01,20060914,COKE,9304.0000,60.9500,60.9500,59.2800,59.5600
003138,01,20060915,COKE,32802.0000,61.4900,61.4900,60.4400,61.0600
003138,01,20060918,COKE,14824.0000,61.5800,62.0900,61.4300,61.4900
003138,01,20060919,COKE,20141.0000,61.5000,62.0000,60.9700,61.7600
003138,01,20060920,COKE,12119.0000,61.9300,62.0200,61.2600,61.4000
003138,01,20060921,COKE,22887.0000,60.9000,62.7800,60.7800,61.7700
003138,01,20060922,COKE,27790.0000,58.9600,60.3400,58.2700,60.3000
003138,01,20060925,COKE,11982.0000,60.7700,61.1300,58.8000,59.7100
003138,01,20060926,COKE,15440.0000,61.1100,61.6200,60.7400,61.1800
003138,01,20060927,COKE,41335.0000,62.4900,62.4900,60.6200,60.9000
003138,01,20060928,COKE,19178.0000,62.3200,63.4600,62.1100,62.9500
003138,01,20060929,COKE,11871.0000,61.9800,62.7100,61.9000,61.9000
003138,01,20061002,COKE,7653.0000,60.6000,62.5100,60.6000,62.5100
003138,01,20061003,COKE,19220.0000,61.0500,61.8600,59.7700,60.5800
003138,01,20061004,COKE,18287.0000,62.1200,63.3100,60.6200,60.6200
003138,01,20061005,COKE,16052.0000,63.3800,63.3800,61.7000,61.7000
003138,01,20061006,COKE,8022.0000,62.7125,63.6300,62.5800,62.9200
003138,01,20061009,COKE,20345.0000,63.1800,63.8500,62.5320,62.7600
003138,01,20061010,COKE,13137.0000,62.6700,63.7300,62.4300,63.2000
003138,01,20061011,COKE,12575.0000,61.7500,62.7100,61.1401,62.6800
003138,01,20061012,COKE,14669.0000,64.4700,64.5000,62.4400,62.5900
003138,01,20061013,COKE,14223.0000,64.2500,65.0800,64.2500,65.0000
003138,01,20061016,COKE,8884.0000,64.8800,65.0000,64.2501,64.5000
003138,01,20061017,COKE,15271.0000,64.9800,65.0000,63.7900,64.1000
003138,01,20061018,COKE,34824.0000,65.3000,65.3300,64.6700,65.2300
003138,01,20061019,COKE,16485.0000,66.3000,66.3100,64.7800,64.9500
003138,01,20061020,COKE,8932.0000,66.1300,66.5000,65.8000,66.5000
003138,01,20061023,COKE,14358.0000,66.5960,66.9100,65.5000,66.1500
003138,01,20061024,COKE,8859.0000,67.0200,67.0200,65.9400,66.7900
003138,01,20061025,COKE,30001.0000,67.3400,67.8400,66.8100,67.6300
003138,01,20061026,COKE,39265.0000,66.0200,69.0400,64.1100,68.0900
003138,01,20061027,COKE,21169.0000,64.5500,66.2000,64.3000,66.2000
003138,01,20061030,COKE,25741.0000,64.1000,64.9300,63.8100,64.5500
003138,01,20061031,COKE,15775.0000,62.9800,64.0000,62.7600,64.0000
003138,01,20061101,COKE,15670.0000,60.4600,62.9400,60.2300,62.5600
003138,01,20061102,COKE,21703.0000,60.3100,61.2600,60.0400,60.0400
003138,01,20061103,COKE,22290.0000,59.8000,59.9700,58.5000,59.9400
003138,01,20061106,COKE,20791.0000,59.7300,59.9600,59.1000,59.9600
003138,01,20061107,COKE,20028.0000,60.7300,61.8600,59.4400,59.4400
003138,01,20061108,COKE,13734.0000,62.5200,62.7900,60.6500,60.6700
003138,01,20061109,COKE,5610.0000,61.4700,63.0000,61.3650,62.8300
003138,01,20061110,COKE,10901.0000,60.5200,61.1900,60.5000,60.9400
003138,01,20061113,COKE,6347.0000,62.3000,62.3000,60.8200,60.8500
003138,01,20061114,COKE,13558.0000,64.5300,64.5300,61.1800,62.1600
003138,01,20061115,COKE,9908.0000,64.2300,65.0000,63.7800,64.5000
003138,01,20061116,COKE,6128.0000,65.1800,65.4500,64.4400,64.9900
003138,01,20061117,COKE,9721.0000,64.7100,65.2400,64.2900,65.2000
003138,01,20061120,COKE,20216.0000,64.6500,65.4000,63.1800,65.4000
003138,01,20061121,COKE,8019.0000,64.0800,65.4500,63.7800,64.1300
003138,01,20061122,COKE,3004.0000,64.0700,64.5400,63.8300,64.0000
003138,01,20061124,COKE,1871.0000,64.3200,64.6200,64.3100,64.3100
003138,01,20061127,COKE,15872.0000,63.7100,64.1900,63.2100,63.7300
003138,01,20061128,COKE,10874.0000,63.9300,64.0000,63.7450,63.9500
003138,01,20061129,COKE,14783.0000,63.6800,64.5400,63.6200,64.1500
003138,01,20061130,COKE,13635.0000,63.1300,64.0400,63.0100,64.0400
003138,01,20061201,COKE,19433.0000,61.7800,63.3800,60.7200,63.0000
003138,01,20061204,COKE,19963.0000,63.5000,63.9900,62.1410,62.1900
003138,01,20061205,COKE,46385.0000,64.2200,64.6300,63.3900,63.5000
003138,01,20061206,COKE,19043.0000,65.6400,65.8500,64.2100,64.2100
003138,01,20061207,COKE,19022.0000,66.1300,66.3700,65.8300,65.8300
003138,01,20061208,COKE,12702.0000,66.5100,66.7800,66.1001,66.2200
003138,01,20061211,COKE,13179.0000,65.7100,66.5100,64.7100,66.4200
003138,01,20061212,COKE,12451.0000,66.1000,66.5000,65.6900,65.7000
003138,01,20061213,COKE,19643.0000,67.0200,67.2500,65.1658,66.0000
003138,01,20061214,COKE,13015.0000,68.2100,68.4300,67.5600,67.5800
003138,01,20061215,COKE,25597.0000,66.5100,68.3600,66.3100,68.1600
003138,01,20061218,COKE,9982.0000,65.3700,66.8800,65.2200,66.4000
003138,01,20061219,COKE,13116.0000,65.7400,66.3200,64.8200,64.8200
003138,01,20061220,COKE,9978.0000,66.5600,66.8000,65.6700,65.6700
003138,01,20061221,COKE,13689.0000,66.6700,67.2200,66.2000,67.2200
003138,01,20061222,COKE,5118.0000,66.4900,67.2800,66.2300,67.2800
003138,01,20061226,COKE,9439.0000,66.8100,66.8800,65.7300,65.8700
003138,01,20061227,COKE,11612.0000,68.2400,68.8900,67.1300,67.3900
003138,01,20061228,COKE,3960.0000,68.2200,68.6000,67.7500,68.1300
003138,01,20061229,COKE,14611.0000,68.4300,68.8700,68.1000,68.4700
003138,01,20070103,COKE,23362.0000,66.3200,68.6500,66.0000,68.6400
003138,01,20070104,COKE,20790.0000,66.2400,66.5500,64.0900,65.5900
003138,01,20070105,COKE,13844.0000,65.0500,66.2900,64.2899,66.1000
003138,01,20070108,COKE,12395.0000,64.0100,65.0600,63.8300,64.9400
003138,01,20070109,COKE,16748.0000,64.9200,64.9200,63.3100,63.8300
003138,01,20070110,COKE,15806.0000,65.8000,65.8000,64.4100,64.4300
003138,01,20070111,COKE,18390.0000,66.7400,66.7400,65.6800,66.0000
003138,01,20070112,COKE,13784.0000,68.0600,68.0600,65.8100,67.0000
003138,01,20070116,COKE,13934.0000,65.4300,68.1500,65.4300,67.6100
003138,01,20070117,COKE,5466.0000,65.9600,66.6400,65.7500,65.8800
003138,01,20070118,COKE,11191.0000,63.3100,66.2100,63.3100,65.9600
003138,01,20070119,COKE,25340.0000,66.0200,66.3200,63.4500,63.4500
003138,01,20070122,COKE,15500.0000,65.5200,66.4600,65.2800,66.1900
003138,01,20070123,COKE,12044.0000,65.9700,66.1200,64.5000,64.7700
003138,01,20070124,COKE,10525.0000,66.0100,66.7400,65.8000,65.8000
003138,01,20070125,COKE,9744.0000,64.1000,66.4900,63.6000,66.1300
003138,01,20070126,COKE,4965.0000,64.7800,64.8500,63.6000,63.9600
003138,01,20070129,COKE,15768.0000,64.0100,65.1400,64.0100,64.8000
003138,01,20070130,COKE,8026.0000,63.7600,64.2800,63.2600,64.0300
003138,01,20070131,COKE,20112.0000,62.7400,63.4100,62.3700,63.4100
003138,01,20070201,COKE,10403.0000,63.0200,63.3600,62.1700,62.8000
003138,01,20070202,COKE,9438.0000,61.9500,63.2000,61.6100,62.6100
003138,01,20070205,COKE,30951.0000,58.9400,61.9100,58.8000,61.9100
003138,01,20070206,COKE,27029.0000,57.7400,59.5700,57.4900,59.1100
003138,01,20070207,COKE,24426.0000,57.8500,58.4900,57.1300,57.1300
003138,01,20070208,COKE,18330.0000,57.8500,57.9900,57.3000,57.7500
003138,01,20070209,COKE,15588.0000,58.0400,58.0400,57.4800,57.8300
003138,01,20070212,COKE,23298.0000,59.9000,59.9000,57.2500,58.2400
003138,01,20070213,COKE,11714.0000,60.3500,60.9340,59.7300,59.9200
003138,01,20070214,COKE,14059.0000,58.9200,60.1600,58.8100,60.1000
003138,01,20070215,COKE,18933.0000,59.9700,60.6500,58.9000,59.2900
003138,01,20070216,COKE,8876.0000,59.4900,60.4863,59.4700,60.1200
003138,01,20070220,COKE,9986.0000,60.4400,61.0000,58.9500,58.9500
003138,01,20070221,COKE,7993.0000,62.0000,62.0000,59.9560,60.0500
003138,01,20070222,COKE,13894.0000,61.7900,62.0300,60.0700,62.0300
003138,01,20070223,COKE,10938.0000,59.8100,61.6100,59.4300,61.4300
003138,01,20070226,COKE,14515.0000,58.4600,60.2800,57.0000,60.2800
003138,01,20070227,COKE,41822.0000,52.8600,58.1100,52.6200,58.0000
003138,01,20070228,COKE,44391.0000,58.5300,59.0800,53.9500,54.1100
003138,01,20070301,COKE,18762.0000,59.0700,59.5000,54.8601,54.9300
003138,01,20070302,COKE,17649.0000,57.1100,59.9600,56.8200,59.8900
003138,01,20070305,COKE,9693.0000,56.7100,57.6400,56.6500,56.7000
003138,01,20070306,COKE,21962.0000,58.9200,59.6000,56.7800,57.4600
003138,01,20070307,COKE,16071.0000,57.7100,59.5000,57.7100,59.0000
003138,01,20070308,COKE,18698.0000,56.1000,58.4200,55.8900,57.1300
003138,01,20070309,COKE,15079.0000,57.9700,58.2000,56.0200,56.0200
003138,01,20070312,COKE,17530.0000,60.2000,60.2000,58.0100,58.0100
003138,01,20070313,COKE,21498.0000,57.4300,60.0000,57.4300,60.0000
003138,01,20070314,COKE,6889.0000,57.8800,59.0000,56.8500,57.0000
003138,01,20070315,COKE,10579.0000,58.6500,58.6500,57.9700,57.9700
003138,01,20070316,COKE,37581.0000,56.8800,58.5600,56.5300,58.5600
003138,01,20070319,COKE,10191.0000,56.4300,57.5200,56.1200,56.6300
003138,01,20070320,COKE,7819.0000,57.6100,57.8300,56.6900,56.6900
003138,01,20070321,COKE,11925.0000,58.8300,59.0000,57.4200,57.8000
003138,01,20070322,COKE,20430.0000,59.1800,59.4600,57.0200,59.4400
003138,01,20070323,COKE,21427.0000,57.7300,59.1400,57.0100,58.8400
003138,01,20070326,COKE,12865.0000,58.9000,58.9000,57.0000,57.5600
003138,01,20070327,COKE,10834.0000,58.4900,58.7900,58.0900,58.5100
003138,01,20070328,COKE,36719.0000,57.5000,58.3600,57.1000,57.9600
003138,01,20070329,COKE,10899.0000,56.6900,58.1800,56.1300,57.8500
003138,01,20070330,COKE,15088.0000,56.6300,57.3700,56.2400,56.9200
003138,01,20070402,COKE,10256.0000,57.3300,57.8000,56.4500,56.4500
003138,01,20070403,COKE,17331.0000,56.5500,57.9900,56.5400,57.7600
003138,01,20070404,COKE,9708.0000,57.1800,58.1400,56.5500,56.5500
003138,01,20070405,COKE,5290.0000,57.3200,58.0900,57.1000,57.4600
003138,01,20070409,COKE,13229.0000,56.5100,57.9200,56.5100,57.7700
003138,01,20070410,COKE,8942.0000,56.6400,57.5000,56.3100,56.4000
003138,01,20070411,COKE,24829.0000,56.0900,57.2700,56.0000,56.5400
003138,01,20070412,COKE,22996.0000,56.6600,56.7100,56.1000,56.1000
003138,01,20070413,COKE,9787.0000,56.7500,57.0000,56.2000,56.3900
003138,01,20070416,COKE,23949.0000,57.6800,57.9000,56.7100,56.9400
003138,01,20070417,COKE,21805.0000,56.9200,58.5000,56.5200,58.2500
003138,01,20070418,COKE,22165.0000,57.1600,57.4600,56.5000,57.0000
003138,01,20070419,COKE,11903.0000,56.6500,57.3046,56.5200,56.5600
003138,01,20070420,COKE,11389.0000,57.5800,57.8200,57.2600,57.8200
003138,01,20070423,COKE,12440.0000,57.1800,57.6700,56.6700,57.2500
003138,01,20070424,COKE,17293.0000,56.7500,57.6900,56.5300,57.6100
003138,01,20070425,COKE,25710.0000,56.5000,57.5990,56.2900,57.3300
003138,01,20070426,COKE,22508.0000,57.2100,57.5700,56.5610,57.0000
003138,01,20070427,COKE,17311.0000,57.2600,57.6200,56.7900,57.6000
003138,01,20070430,COKE,38757.0000,55.2200,57.7100,55.0800,57.4000
003138,01,20070501,COKE,16165.0000,56.0700,56.1600,55.6000,55.8400
003138,01,20070502,COKE,9384.0000,56.3000,56.8300,55.8108,56.3200
003138,01,20070503,COKE,25738.0000,56.5800,56.6800,55.7000,56.4600
003138,01,20070504,COKE,11011.0000,56.4500,56.7800,55.9900,56.5900
003138,01,20070507,COKE,22961.0000,55.1200,56.0340,55.0200,55.7700
003138,01,20070508,COKE,27985.0000,54.6300,55.3000,54.0000,55.3000
003138,01,20070509,COKE,15192.0000,54.3600,54.6000,54.0700,54.1700
003138,01,20070510,COKE,27144.0000,52.5000,54.6400,52.5000,54.4500
003138,01,20070511,COKE,23395.0000,52.9000,53.0000,52.3100,52.9000
003138,01,20070514,COKE,15873.0000,51.5500,52.9000,51.4700,52.9000
003138,01,20070515,COKE,35002.0000,51.7700,53.8800,51.1600,51.7100
003138,01,20070516,COKE,18533.0000,52.7400,52.9500,51.5000,52.9500
003138,01,20070517,COKE,24199.0000,53.1200,53.1200,51.8000,52.9400
003138,01,20070518,COKE,26884.0000,54.6700,55.1900,52.8400,53.3600
003138,01,20070521,COKE,18299.0000,54.6200,55.2200,54.3400,54.9500
003138,01,20070522,COKE,17468.0000,55.1000,55.7400,54.7300,54.9300
003138,01,20070523,COKE,13554.0000,55.4900,55.6600,55.2400,55.6600
003138,01,20070524,COKE,17117.0000,55.2400,55.8500,54.5700,55.2100
003138,01,20070525,COKE,15232.0000,54.2500,55.5900,54.2500,55.5900
003138,01,20070529,COKE,11579.0000,55.7824,55.8501,54.1000,54.8400
003138,01,20070530,COKE,15108.0000,55.6400,56.0000,55.2400,55.9500
003138,01,20070531,COKE,17055.0000,55.3600,56.9000,54.7500,56.0800
003138,01,20070601,COKE,10631.0000,55.3000,55.9900,54.1400,55.8400
003138,01,20070604,COKE,17701.0000,55.3400,55.7100,54.5400,55.0000
003138,01,20070605,COKE,16277.0000,55.3500,55.6600,54.7300,54.7300
003138,01,20070606,COKE,11723.0000,54.6600,55.6400,53.7100,55.6400
